"","participant","Acc","Trial","TrialIndex","RT","MDT.ability","MPT.ability","Monolingual","gmsi","pairType","musician"
"116","15",0,19,14,874.14,-0.144447565017748,-2.09280713414309,"1",-0.827860610264842,"consMP","0"
"117","15",0,20,18,468.655,-0.144447565017748,-2.09280713414309,"1",-0.827860610264842,"nonMP","0"
"118","15",0,21,9,541.09,-0.144447565017748,-2.09280713414309,"1",-0.827860610264842,"vowelMP","0"
"119","15",0,22,5,715.85,-0.144447565017748,-2.09280713414309,"1",-0.827860610264842,"nonMP","0"
"120","15",0,23,20,701.695,-0.144447565017748,-2.09280713414309,"1",-0.827860610264842,"nonMP","0"
"121","16",1,0,21,1467.695,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"consMP","1"
"122","16",0,1,12,5252.79,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"nonMP","1"
"123","16",1,2,3,2517.28,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"nonMP","1"
"124","16",0,3,11,0,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"consMP","1"
"125","16",1,4,0,2149.185,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"nonMP","1"
"126","16",1,5,5,5433.76,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"nonMP","1"
"127","16",0,6,22,4466.87,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"vowelMP","1"
"128","16",0,7,1,0,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"vowelMP","1"
"129","16",1,8,6,4525.28,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"nonMP","1"
"130","16",1,9,23,3032.695,-0.0893097540219325,-0.242838072269245,"1",0.543510921275971,"nonMP","1"
